df,opt_left,Grup,Ind1,Ind2,Magnitud_Ind1_Grup,Magnitud_Grup_Ind2,Magnitud_Ind1_Ind2,Cambio_postura_Ind1_Grup,Cambio_postura_Grup_Ind2,Cambio_postura_Ind1_Ind2,Nivel_Ind1_Grup,Nivel_Grup_Ind2,Nivel_Ind1_Ind2,Direccion_Ind1_Grup,Direccion_Grup_Ind2,Direccion_Ind1_Ind2,Comentario - Ind1 - Diferencial 1,Comentario - Ind1 - Diferencial 2,Comentario - Grup - Diferencial 1,Comentario - Grup - Diferencial 2,Comentario - Ind2 - Diferencial 1,Comentario - Ind2 - Diferencial 2,agno,seccion
1,Algoritmo W: mayor exactitud y menor explicabilidad,3,3,3,0,0,0,0,0,0,Se mantiene,Se mantiene,Se mantiene,Se mantiene en la izquierda,Se mantiene en la izquierda,Se mantiene en la izquierda,"En mi opinión, se podrían utilizar ambos, usar el de mayor exactitud con la población no migrante, y el otro con la migrante. Así, todos los grupos de personas obtendrían con mayor exactitud sus resultados y de ese modo salvar más vidas","Si bien es necesaria la explicabilidad pues como dice el exto, es un derecho que el paciente sepa de esto y el equipo profesional no podría estudiar los resultados, considero que es más importante un diagnóstico acertado ya que se pondrían vidas en riesgo si no es muy exacto.","Considero que se debería escoger el algoritmo X, ya que es importante considerar la exactitud en estos casos donde hay vidas de por medio y un error puede resultar fatal, así que sería mejor utilizar el que tiene mayor exactitud","Yo creo que se debería escoger el algoritmo W, pues como se razonó anteriormente, aunque afecte a los estudios de los resultados y al derecho del paciente, en mi opinión se deben poner las vidas de las personas estudiadas por sobre esto","En la discusión anterior, todos estuvimos de acuerdo en que es preferible usar el algoritmo X, por lo que no cambia mi pensamiento y valoración del comienzo, es preferible valorar más la exactitud de los resultados pues tiene un impacto directo en la vida de los pacientes.","Para esta pregunta, también todos concordamos en la misma valoración y que se debería escoger el algoritmo W, por lo que se mantiene mi respuesta inicial, aquí también valoro más la exactitud por sobre la explicabilidad porque un error podría resultar en muertes.",2023,2
2,Algoritmo W: mayor exactitud y menor explicabilidad,3,3,3,0,0,0,0,0,0,Se mantiene,Se mantiene,Se mantiene,Se mantiene en la izquierda,Se mantiene en la izquierda,Se mantiene en la izquierda,"En mi opinión, se podrían utilizar ambos, usar el de mayor exactitud con la población no migrante, y el otro con la migrante. Así, todos los grupos de personas obtendrían con mayor exactitud sus resultados y de ese modo salvar más vidas","Si bien es necesaria la explicabilidad pues como dice el exto, es un derecho que el paciente sepa de esto y el equipo profesional no podría estudiar los resultados, considero que es más importante un diagnóstico acertado ya que se pondrían vidas en riesgo si no es muy exacto.","Considero que se debería escoger el algoritmo X, ya que es importante considerar la exactitud en estos casos donde hay vidas de por medio y un error puede resultar fatal, así que sería mejor utilizar el que tiene mayor exactitud","Yo creo que se debería escoger el algoritmo W, pues como se razonó anteriormente, aunque afecte a los estudios de los resultados y al derecho del paciente, en mi opinión se deben poner las vidas de las personas estudiadas por sobre esto","En la discusión anterior, todos estuvimos de acuerdo en que es preferible usar el algoritmo X, por lo que no cambia mi pensamiento y valoración del comienzo, es preferible valorar más la exactitud de los resultados pues tiene un impacto directo en la vida de los pacientes.","Para esta pregunta, también todos concordamos en la misma valoración y que se debería escoger el algoritmo W, por lo que se mantiene mi respuesta inicial, aquí también valoro más la exactitud por sobre la explicabilidad porque un error podría resultar en muertes.",2023,2
1,Algoritmo W: mayor exactitud y menor explicabilidad,3,2,3,1,0,1,0,0,0,Cambio pequeño,Se mantiene,Cambio pequeño,Se mantiene en la izquierda,Se mantiene en la izquierda,Se mantiene en la izquierda,"deberia escoger el algoritmo X puesto que se salvan mas personas de el mal diagnostico de la enfermedad, por lo que se previenen mayor cantidad se muertes","la poca exactitud puede causar muertes directamente puesto que no se detectarian pacientes que ya presentan la enfermedad. por otro lado, la poca explicabilidad no es tan fatal puesto que solo previene la enfermedad",buscamos un punto medio puesto que la exactitud q esnecesaria porque previene muerte pero a la vez es injusto que se excluyan grupos,"es mejor priorizar lo que ya esta diagnosticado a que ocupar recursos en algo que puede q no pase, por lo que prefiero priorizar q la gente que tiene la enfermedad obtenga tratamiento a prevenir la enfermedad","despues de conversar por el chat en la actividad 2 considere mas ese ambito de injusticia que ocurre al tener mayor tasa de error en una parte especifica de la poblacion, es injusto que una parte de la poblacion inocente tenga mayor tasa de error en un tema tan importante como la salud","despues de conversar con el chat mi opinion se mantiene, puesto que sigo pensando que el prevenir no es mas importante que tratar lo ya existente, por lo que prefiero menor explicabilidad pero mayor exactitud frente a un tema tan sensible",2023,2
2,Algoritmo W: mayor exactitud y menor explicabilidad,3,2,2,1,1,0,0,0,0,Cambio pequeño,Cambio pequeño,Se mantiene,Se mantiene en la izquierda,Se mantiene en la izquierda,Se mantiene en la izquierda,"Como el algoritmo se apunta a las fases tempranas de la enfermedad, el tener un error no arriega en gran medida la vida del paciente y ademas usando el arlgoritmo x mas personas tendran un analisis preciso.",Se le debe dar mas importancia a la salud del paciente aunque este no llegue a saber exactamente el analisis,"Existe la posibilidad de crear un algoritmo alternativo para la deteccion de tuberculosis para personas migrantes, ya que el algoritmo x proporciona mejores resultados en su uso, a pesar de que la poblacion sea acotada respecto a la original. Esto permite salvar mas vidas porque la poblacion migrante no suele ser un porcentaje mayor de la poblacion de un pais","Aunque el W asegura las vidas de los pacientes, este no aporta al aprendizaje y nalisas de resultados","El algoritmo x en general aporta a salvar mas vidas considerando que el porcentaje de poblacion migrante en un pais nunca excedera a la poblacion original, mientras que el algoritmo y en general pone mas vidas en peligro al tener una tasa de error mayor en general para ambas poblaciones, ademas que se haya podido crear el algoritmo x implica la posibilidad de crear un algoritmo eficaz para la poblacion migrante.","Aunque el algoritmo w pueda asegurar la salud de los pacientes con respecto a los diagnosticos, este sigue teniendo fallas ya que no puede aportar tan bien como el algoritmo z para las investigaciones destinadas al estudio de la enfermedad en la poblacion de un pais, lo cual puede derivar a desarrollos de algoritmos o metodologias con errores o fallas por culpa de la falta de informacion analizable.",2023,2
1,Algoritmo W: mayor exactitud y menor explicabilidad,3,2,2,1,1,0,0,0,0,Cambio pequeño,Cambio pequeño,Se mantiene,Se mantiene en la izquierda,Se mantiene en la izquierda,Se mantiene en la izquierda,"Considero que se debería dar una mayor presición a la gente de la misma nacionalidad, puesto que la prioridad del sistema de salud debería darse más bien a las personas locales, considerando que estas llevan más tiempo en el país y que los migrantes podrían tener una mayor posibilidad de realizar el tratamiento en otros lugares.","Considero que se le debería dar una ligera prioridad a una mayor explicabilidad, ya que de esta forma se puede entender mejor qué es lo que sucede en el cuerpo de la persona tratada, tanto para el médico tratante como para que la persona entienda mejor su situación","Es importante obtener una buena precisión en las mediciones, y por ello sería ideal obtener la mayor exactitud posible, sin embargo no es lo mejor dejar de lado a los migrantes que puedan tener este mismo problema, pero aún así lo mejor es priorizar una buena presición.","Se le debería dar una cierta preferencia a dar una mayor explicabilidad ya que de esta forma las personas puedan entender bien lo que sucede en sus propios cuerpos, además de que no serviría mucho un algoritmo que, por muy preciso que sea, no pueda ser interpretado por las personas.","Mantengo la postura inicial, ya que las respuestas entre el grupo fueron similares, principalmente enfocándose en priorizar una mayor precisión a la hora de medir los resultados y a los residentes 'originales', pero sin dejar muy de lado a los migrantes.","En todos los integrantes del grupo se coincidió en que se le debe dar una cierta prioridad a dar una mayor explicabilidad de los resultados, ya que de esta forma los resultados serían interpretables por el paciente, permitiéndole conocer con mayor detalle su situación.",2023,2
1,Algoritmo W: mayor exactitud y menor explicabilidad,3,1,1,2,2,0,0,0,0,Cambio moderado,Cambio moderado,Se mantiene,Se mantiene en la izquierda,Se mantiene en la izquierda,Se mantiene en la izquierda,"priorizar población, dado que es un servicio chileno que presta su servicio a institución chilena","priorizar resultado, dado que los casos de estudio se pueden generalizar pues es posible estimar los resultados que fueron entregados a casos acertados","considero que ambas formas tienen sus pros y contras, pero en pos del beneficio mutuo, lo mejor es evaluar las condiciones del lugar donde se realizara la medición","la explicabilidad se complementa con el nivel de exactitud presente en el testeo, por lo tanto es evidente que para quienes toman la maestra necesitan ser acertados mientras que para los pacientes necesitan explicaciones","pues como no tuve chat, no pude discutir por ,lo tanto mantengo mi postura frente a que se debe priorizar la población residente del pais en cuestión, pues toda institución y servicio en un paisa busca el bienestar de su población","al no tener chat, mantengo mi postura, asi que creo que la eficacia esta sobre lo que se puede explicar puesto que a mayor acierto se puede generalizar lo que sucede, pudiendo asi encontrar conclusiones optimas para llegar a un conceso en cuanto a como explicar este fenómeno",2023,2
2,Algoritmo W: mayor exactitud y menor explicabilidad,3,1,1,2,2,0,0,0,0,Cambio moderado,Cambio moderado,Se mantiene,Se mantiene en la izquierda,Se mantiene en la izquierda,Se mantiene en la izquierda,"priorizar población, dado que es un servicio chileno que presta su servicio a institución chilena","priorizar resultado, dado que los casos de estudio se pueden generalizar pues es posible estimar los resultados que fueron entregados a casos acertados","considero que ambas formas tienen sus pros y contras, pero en pos del beneficio mutuo, lo mejor es evaluar las condiciones del lugar donde se realizara la medición","la explicabilidad se complementa con el nivel de exactitud presente en el testeo, por lo tanto es evidente que para quienes toman la maestra necesitan ser acertados mientras que para los pacientes necesitan explicaciones","pues como no tuve chat, no pude discutir por ,lo tanto mantengo mi postura frente a que se debe priorizar la población residente del pais en cuestión, pues toda institución y servicio en un paisa busca el bienestar de su población","al no tener chat, mantengo mi postura, asi que creo que la eficacia esta sobre lo que se puede explicar puesto que a mayor acierto se puede generalizar lo que sucede, pudiendo asi encontrar conclusiones optimas para llegar a un conceso en cuanto a como explicar este fenómeno",2023,2
1,Algoritmo W: mayor exactitud y menor explicabilidad,3,3,4,0,1,1,0,1,1,Se mantiene,Cambio pequeño,Cambio pequeño,Se mantiene en la izquierda,Cambia hacia la derecha,Cambia hacia la derecha,"Dado a que está haciendo un estudio, es sumamente necesario evitar la mayor cantidad de errores. Sin embargo, como dice el texto habrían más errores aunque sea en la población más pequeña (como las de migrante) u de mayor cantidad.","El algoritmo Z al ser más explicable permite que se puedan realizar más estudios con respecto al tema de la tuberculosis, y por lo tanto existe la posibilidad de crear nuevos algoritmos mejores. Por otro lado, la explicabilidad permite evitar caer en la ilegalidad.","Al ser un estudio, se debería mantener la mayor exactitud posible para evitar detecciones erróneas de una enfermedad; la idea no es discriminar, pero si hay más detecciones erróneas de la enfermedad hay pérdidas económicas para el centro de salud (y la persona, porque la salud se PAGA) además de malestar psicológico en el paciente.","Aunque uno quiera hacer lo mejor para los demás, si algo está sobre la ley hay que respetarlo, hay que evitar caer en ilegalidades. Además, al ser más explicable el algoritmo puede ser mejor estudiado y así perfeccionarlo hasta que sea más exacto.","La intención no es discriminar; sin embargo, las detecciones erróneas pueden llegar a generar pérdidas económicas para el centro de salud (y para la persona, considerando que la atención médica al menos en Chile tiene altos costos), además de causar malestar psicológico en el paciente.","Aunque se tenga la mejor intención de beneficiar a los demás, es de suma importancia respetar las leyes vigentes y evitar las acciones ilegales. Además, al diseñar algoritmos explicables, se facilita su estudio, lo que a su vez permite lograr una mayor precisión con el tiempo.",2023,2
2,Algoritmo W: mayor exactitud y menor explicabilidad,3,2,3,1,0,1,0,0,0,Cambio pequeño,Se mantiene,Cambio pequeño,Se mantiene en la izquierda,Se mantiene en la izquierda,Se mantiene en la izquierda,"La seguridad del colectivo es más importante. Los casos migrantes son menos del 15% de los casos, así que sería mejor enfocarse en el algoritmo que sea mas preciso para la mayoría. Aún así, sería razonable ser transparente sobre esta limitación.","Vale mucho mas la pena tener un algoritmo preciso que uno facil de explicar. El precio de un algoritmo impreciso es demasiado alto, asi que la explicabilidad pasa a segundo plano cuando se trata de una herramienta para salvar vidas.","La poblacion migrante constituye solo el 15% de los casos de tuberculosis, loq ue es una tasa muy baja como para justificar elegir el algoritmo mas impreciso para la mayoría de los pacientes. Se debería priorizar la seguridad del colectivo.","Vale mucho mas la pena tener un algoritmo preciso que uno facil de explicar. El precio de un algoritmo impreciso es demasiado alto, asi que la explicabilidad pasa a segundo plano cuando se trata de una herramienta para salvar vidas.","Aún cuando se esté dejando a la población migrante en una posición más vulnerable ante la tuberculosis, el coste de ajustar el algoritmo para eliminar ese aspecto discriminatorio se traduce a la posibilidad de no tratar adecuadamente un paciente de tuberculosis. Además, la cantidad de casos de tuberculosis donde el paciente es un migrante es relativamente baja, de un 15%","La precisión del algoritmo es un aspecto más importante que su explicabilidad, considerando el proposito del algoritmo. Aunque el proceso iterativo se vea afectado, el hecho de que el algoritmo sea capaz de diagnosticar con mayor precisión permite que este cumpla su proposito de inmediato, dejando espacio para desarrollar la explicabilidad para un tiempo posterior.",2023,2
1,Algoritmo W: mayor exactitud y menor explicabilidad,3,4,4,1,1,0,1,1,0,Cambio pequeño,Cambio pequeño,Se mantiene,Cambia hacia la izquierda,Cambia hacia la derecha,Se mantiene en la derecha,"Considerando que la población migrante es la segunda con mayor cantidad de casos, creo que una mayor tasa de errores esta población puede ser muy detrimento para la situación de la tuberculosis en general, puesto que es contagiosa. Además, creo que 'escoger' a las personas de nacionalidad chilena or sobre los personas migrantes es muy discriminante, pero aún así no se puede aumentar el error general tanto al nivelar las nacionalidades","Ya que el tratamiento y la diagnosis de la tuberculosis son operaciones realizadas por personas, recibidas por otras, la explicabilidad es algo muy importante, pues por muy exacto que pueda ser un algoritmo, si el personal de la salud no puede interpretarlo bien, o los pacientes no comprenden a qué están siendo sometidos, no se percibirá como una solución efectiva y podría generar desconfianza en algo que esta diseñado para ayudar a las personas.","La importancia de mantener un error bajo, al mismo tiempo que mantener una tasa de error lo mas similar posible entre nacionalidades, permite encontrar un punto medio que implica un compromiso hacia la comunidad migrante, considerando que aun así tiene una tasa de error mayor. Sin embargo, el bajo error podría compensar esto en la población general del país","Si bien es importante que el algoritmo sea explicable al personal de salud y a les pacientes, la exactitud que proporciona el algoritmo W compensa esto al estar en mayor medida segures de los resultados del proceso, así enfocando los esfuerzos en diagnosis más posibles, aunque comprometiendo el entendimiento del proceso y la posible desconfianza que se pueda generar a raíz de esto. (Yo habría ido más al centro, 3 o 4, pero mi grupo se inclinaba mas hacia abajo)","En este item, me mantengo como mi respuesta original. La discusión en grupo me dio más perspectiva, pero dentro del centro decano mas hacia una menor diferencia entre nacionalidades. Creo que priorizar a la población chilena por sobre la migrante es una gran discriminación, pero aumentar mucho el error por esta razón también es irresponsable, incluso considerando que les migrantes tienen mayor tasa de casos. Además, esto me incumbe personalmente pues tengo mucha relación con población migrante en Chile, y estas personas tienen tanto derecho como una persona chilena a recibir una predicción correcta, por lo que la diferencia no se justifica en mi opinión.","Originalmente, había seleccionado 5, pero luego de la discusión lo reconsideré y es verdad que quizás me acerqué a un error muy grande buscando explicabilidad. Sin embargo, me mantengo en mi postura de que la explicabilidad es algo esencial en los procesos que involucran inteligencia artificial, en especial considerando la usual reticencia de la población a aceptar procesos de IA. Además, si la diagnosis es más exacta, pero el personal de salud no la puede decifrar de manera oportuna y relativamente cómoda, se puede volver un herramienta demasiado complicada de implementar, que además tendría resistencia de parte de la población. Es cierto que se sacrifica exactitud, pero simplemente guiarse por parámetros exactos numéricos sin considerar a la población a la cual se está implementando y a quienes deben utilizar el proceso algorítmico, es algo irresponsable y que podría incluso vulnerar el derecho de las personas a saber que es lo que están aceptando.",2023,2
2,Algoritmo W: mayor exactitud y menor explicabilidad,3,1,2,2,1,1,0,0,0,Cambio moderado,Cambio pequeño,Cambio pequeño,Se mantiene en la izquierda,Se mantiene en la izquierda,Se mantiene en la izquierda,"esta opcion en promedio generaria una menor cantidad de muertes en total, mientras la otra seria muy incierta, pero yo creo que tendiendo a ser Mayo","Esta cumpliria mejor con lo que se pide, ya que solo se busca detectar los caso de for tepr",para que de esta manera se reciba el tratamiento equitativamente},ya que lo que se busca es que logre detectar correctamente(que sea exacto) y la explicabilidad pasa a un segundo plano,"sigo pensando que es lo mejor, ya que en generqal se salvariqan mas vidas, pero tal vez se pueda enconrtrar metodos para que sea mas viable el Y","El W es el que cumple con lo requerido, no es necesario que sea explicable. Por otro lado, podria servir para enteder mejor y asi que sea perfecto (hablando del z)",2023,2
1,Algoritmo W: mayor exactitud y menor explicabilidad,3,3,3,0,0,0,0,0,0,Se mantiene,Se mantiene,Se mantiene,Se mantiene en la izquierda,Se mantiene en la izquierda,Se mantiene en la izquierda,"A mi parecer, no me gusta ninguna opción sobre la otra. El algoritmo X es discriminatorio con los extranjeros, lo que no es aceptable, todos somos iguales. Al mismo tiempo, no tiene mucho sentido andar detectando erroneamente de forma equitativa.","Si se trata de leyes, es preferible una mayor explicabilidad, para evitar todos los problemas legales, pero al mismo tiempo, si se implementa algo que va a tener tantas fallas, no termina siendo útil para las personas, adempas del desperdicio de dinero","A mi paraecer, encuentro poco ético que se implementen medidas que discriminen a personas extranjeras, todos tenemos los mismos derechos. De igual manera, sería baja la utilidad de un algoritmo que tiene tanta posibilidad de error, lo que lleva a más muertes o preocupaciones falsas","Si nos vamos por una mayor explicabilidad, se pueden evitar grandes problemas legales, al mismo tiempo, si se consigue más información, por llo tanto se mejora la precisión del algoritmo. A la larga, de a poco se mejora el algoritmo, eliminando la necesidad de no haber explicaiones. De todas formas, hay que tener cierta medida de exactitud para por lo menos empezar.","Sigo con la misma opinión, en el grupo casi todos pusimos 3 y estábamos de acuerdo. Comentamos el tema de que no es correcto discriminar gente solo porque no son de aquí, pero que al mismo tiempo no sirve de nada tener un algoritmo que cometa tantos errores, aunque sea de forma equitativa.","Quedé en 4, igual que antes, más que nada porque en el chat alguien comentó que si hay una mayor explicabilidad, ajunto con evitar temas legales, el algoritmo puede mejorar a la larga, pero en paralelo está el tema de que no es preciso, por lo que debe haber un balance.",2023,2
1,Algoritmo W: mayor exactitud y menor explicabilidad,3,3,3,0,0,0,0,0,0,Se mantiene,Se mantiene,Se mantiene,Se mantiene en la izquierda,Se mantiene en la izquierda,Se mantiene en la izquierda,"Lo más importante es poderr ayudar a la mayor cantidad de personas, es por esto que hay que elegir el que ayude a más gente, lo cual no es tan fácil, lo mejor sería elegir el que tenga menor error en promedio, el X, aunque es sabido que esta enfermedad afecta a los migrantes en mayor medida, pero si tiene menor error promedio entonces se debería elegir ese algoritmo","Creo que lo más importante es ayudar a la gente, aunque no se puedan explicar los resultados lo más importante es que sean exactos, para de esta forma poder ayudar a la mayor cantidad de personas posible, en conclusión para mi es más importante el saber que tengo, a saber el porque tengo lo que tengo.","Como grupo pensamos que Lo más importante es poder ayudar a la mayor cantidad de personas, es por esto que hay que elegir el que ayude a más gente, lo cual no es tan fácil, lo mejor sería elegir el que tenga menor error en promedio, el X, aunque es sabido que esta enfermedad afecta a los migrantes en mayor medida, pero si tiene menor error promedio entonces se debería elegir ese algoritmo","Como grupo creemos que Creo que lo más importante es ayudar a la gente, aunque no se puedan explicar los resultados lo más importante es que sean exactos, para de esta forma poder ayudar a la mayor cantidad de personas posible, en conclusión para nosotros es más importante el saber que tengo, a saber el porque tengo lo que tengo.","Me mantengo en lo que opino, hay que priorizar el bien común, creo que mientras más gente se vea beneficiada mejor, aunque surge el problema con la población migrante  aún creo que lo más importante es la cantidad de gente beneficiada","Mantengo mi opinión creo que el beneficio de saber con certeza que tienes supera el beneficio de saber el por qué. Sabiendo lo que uno tiene uno puede tratarse y solucionar el problema, lo ideal sería saber el por qué, pero si me dan a elegir prefiero potenciar la certeza del lo tengo o no. Apoyo el algoritmo W",2023,2
1,Algoritmo W: mayor exactitud y menor explicabilidad,3,5,3,2,0,2,1,0,1,Cambio moderado,Se mantiene,Cambio moderado,Cambia hacia la izquierda,Se mantiene en la izquierda,Cambia hacia la izquierda,"yo escojeria el algoritmo Y ya que es mejor poder abarcar un mayor campo en mi opinion que generar una mayor efectividad pero en grupos reducidos, ya que esta ultima solucion seria una manera de discriminacion y en un ambito super importante como la salud","genera problemas la solucion que escoji aqui ya que no se podra leer de forma optima, pero a la vez este algoritmo ayudara a salvar mas vidas cosa que me parece mas importante que el derecho del paciente de obtener detlles sobre su enfermedad","escojimos este como gurpo ya que encontramos mejor que el algoritmo funcione de manera correcta aunque implique la discriminacion de un grupo de la sociedad, aunque tambien encontramos importante el tema de discriminacion por eso marcamos el numero 3 y no uno mas cercano",aunque el algoritmo w genere un bien mayor hay reglas en la sociedad que tenemos que cumplir y por esto escojimo el numero 4 ya que aunque sea un bien peor hay que cumplir la ley y poder entregarle los datos de manera idonea al paciente,"cambio mi perspectiva ya que no habia tomado en cuenta la gran importancia de evitar esta enfermedad en el tema de los adultos mayores, aunque sigo encontrando muy importante el hecho de no discriminar con la solucion ya que la salud es derecho universal.","me paso en este caso que en la primera respuesta no tenia en cuenta que no puedes pasar por ensima del derecho del paciente de tener un buen diagnostico medico con todas las especificaciones necesita, ademas podria ser mas facil de modificar este ultimo para entregar una version mas optima",2023,2
2,Algoritmo W: mayor exactitud y menor explicabilidad,3,1,2,2,1,1,0,0,0,Cambio moderado,Cambio pequeño,Cambio pequeño,Se mantiene en la izquierda,Se mantiene en la izquierda,Se mantiene en la izquierda,"Pese a la influencia del contexto en el que viven las personas, es decisión propia migrar hacia un país, por lo que se debería dar 'prioridad' a sus habitantes internos.Además, es probable que se hiciese un estudio y se llegasen a estas conclusiones, por lo que la gente sabría de antemano.Esto además permite que los habitantes tengan una menor tasa de mortalidad, de donde podrán crecer personas que desarrollen sistemas más eficientes y equitativos en el futuro.","Se requiere de exactitud en la base de los datos médicos, puesto que los humanos (en particular, los médicos) pueden adaptarse y generar una interpretación más adecuada de los resultados de una máquina con el transcurrir del tiempo.De ese modo, los médicos podrán progresivamente mejorar sus especificaciones en el diagnóstico de los pacientes.","Pese a la influencia del contexto en el que viven las personas, es decisión propia migrar hacia un país, por lo que se debería dar 'prioridad' a sus habitantes internos. Además, es probable que se hiciese un estudio y se llegasen a estas conclusiones, por lo que la gente sabría de antemano. Esto además permite que los habitantes tengan una menor tasa de mortalidad, de donde podrán crecer personas que desarrollen sistemas más eficientes y equitativos en el futuro.->Además, después de la discusión con el grupo, notamos que se consigue salvar a un mayor porcentaje de personas, puesto que la mayoría de la población no son inmigrantes.","Se requiere de exactitud en la base de los datos médicos, puesto que los humanos (en particular, los médicos) pueden adaptarse y generar una interpretación más adecuada de los resultados de una máquina con el transcurrir del tiempo. De ese modo, los médicos podrán progresivamente mejorar sus especificaciones en el diagnóstico de los pacientesSin embargo, luego de la discusión grupal, también se consideró el aprendizaje que se le puede aplicar al algoritmo para mejorar la exactitud de sus predicciones con el tiempo.","-> 1Pese a la influencia del contexto en el que viven las personas, es decisión propia migrar hacia un país, por lo que se debería dar 'prioridad' a sus habitantes internos. Además, es probable que se hiciese un estudio y se llegasen a estas conclusiones, por lo que la gente sabría de antemano. Esto además permite que los habitantes tengan una menor tasa de mortalidad, de donde podrán crecer personas que desarrollen sistemas más eficientes y equitativos en el futuro.-> 2Además, después de la discusión con el grupo, notamos que se consigue salvar a un mayor porcentaje de personas, puesto que la mayoría de la población no son inmigrantes.-> 3Mi percepción se mantuvo igual, puesto que logré considerar más detalles de ambos diferenciales, y quedé aún más convencido de los argumentos de aquellos compañeros que preferían el algoritmo X. (mayor porcentaje de personas salvadas, y que cada país puede producir su algoritmo propio con el tiempo).","-> 1Se requiere de exactitud en la base de los datos médicos, puesto que los humanos (en particular, los médicos) pueden adaptarse y generar una interpretación más adecuada de los resultados de una máquina con el transcurrir del tiempo. De ese modo, los médicos podrán progresivamente mejorar sus especificaciones en el diagnóstico de los pacientes-> 2Sin embargo, luego de la discusión grupal, también se consideró el aprendizaje que se le puede aplicar al algoritmo para mejorar la exactitud de sus predicciones con el tiempo.-> 3En este caso, mi punto de vista sí se vio alterado (1->2). Dos compañeros del grupo con la opinión contraria me hicieron pensar sobre detalles que no observé con atención, consecuencias que no imaginé, o posibilidades que no consideré importantes, como la de mejorar el algoritmo con el trancurso del tiempo, y así permitir, en la inmediatez, el derecho a la explicación de los pacientes.",2023,2
1,Algoritmo W: mayor exactitud y menor explicabilidad,3,5,6,2,3,1,1,1,0,Cambio moderado,Cambio moderado,Cambio pequeño,Cambia hacia la izquierda,Cambia hacia la derecha,Se mantiene en la derecha,"Elegiría el algoritmo Y, pues pese a que en general es menos preciso, trata a todas las personas por igual, evita errores injustos, y a la larga considero que es la mejor opción, pues todos merecen la oportunidad equitativa de ser detectados por la enfermedad, sin depender de su nacionalidad.","Aunque sea menos exacto, el algoritmo Z es más escalable en el tiempo, al tener una mejor comprensión, tiene espacio para futuras mejoras. En la detección de la enfermedad es importante entender este proceso para poder ajustarlo en vez de quedar 'a ciegas' con un algoritmo que funciona bien inmediatamente, pero no es comprendido.","El algoritmo X tiene menos errores en general, lo que puede ayudar a detectar más casos de tuberculosis tempranamente en la mayoría de las personas, aunque no sea tan preciso con la población migrante, a la larga va a ser lo mejor para la mayor cantidad de personas.",0,"Me decidí finalmente por el algoritmo Y, no considero que sea justo tratar con diferencia a las personas por algo que no pueden decidir, como el país en el que nacen, mucho menos considerando que se trata de una enfermedad como la tuberculosis. Reforcé aún mas mi opinión luego del debate.","Mantuve mi postura, pues aunque sea menos exacto, el algoritmo Z es más escalable en el tiempo, al tener una mejor comprensión, tiene espacio para futuras mejoras, y entender el proceso para poder ajustarlo en vez de quedar 'a ciegas' con un algoritmo que funciona bien inmediatamente, pero no es comprendido, considero que es la mejor opción",2023,2
1,Algoritmo W: mayor exactitud y menor explicabilidad,3,3,3,0,0,0,0,0,0,Se mantiene,Se mantiene,Se mantiene,Se mantiene en la izquierda,Se mantiene en la izquierda,Se mantiene en la izquierda,"Amanda deberia escoger el algoritmo X puesto que beneficiaría a una gran cantidad de personas, en cambio el algoritmo Y, al tener un mayor margen de error detectando la enfermedad esta deja de ser confiable y por ende en algún momento se optaria por otra opción.",Amanda deberia escoger el alogoritmo w puesto que al tener mayor exactitud este disminuiria en gran cantidad el tiempo que lleva la verdadera detección de esta enfermedad y en cuanto a la explicabilidad la persona deberá ser consciente de lo que es.,"Nuevamente llegamos al consenso de que el algoritmo X es la opción que de verdad beneficia a una gran cantidad de personas a diferencia del algoritmo Y, el cual con llevaría a que muchas personas deban realizarse muchos exámenes para así comprobar si poseen la enfermedad.","Nuevamente llegamos a un consenso en el cual todos estamos de acuerdo que la mejor opción es el algoritmo W por su exactitud y el ahorro de tiempo y esfuerzo que aporta, por lo tanto también se evita que la enfermedad se agrave.","Mi juicio se reafirmo ya que luego de dialogar con otras personas que compartian mi idea y leer su argumentos llegué a la conclusión de que la mejor opción es el algoritmo X, porque implica que al menos una cantidad importante de personas serán detectadas con esta enfermedad sin el miedo a que se trate de un error.","Sigo pensando que la mejor opción es el algoritmo W, pero luego de dialogar con mis compañeros note que ambos algoritmos serian un aporte, aunque me sigo inclinando por el algoritmo W al ser más eficaz que el algoritmo Y, lo demás sera dependiente de la persona ya que puede que solo le interese saber si tiene la enfermedad aunque no la entienda del todo.",2023,2
